,ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음,등록번호,선거여론조사기관,조사의뢰자,조사방법new,표본추출틀,표본크기,응답률new,접촉률,표본오차,공표일시
387,388,2022-01-04 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9595&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,ARSRDD,41.8,40.6,-,-,6.7,8633,"PNR-(주)피플네트웍스,",전국단위 신문/기타 : 프라임경제신문/미래한국연구소,"[['무선 ARS', '100%']]",['RDD'],1000,10%,21.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-05 00시 10분
								"
388,389,2022-01-04 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9595&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,ARSRDD,38.5,37.3,12.6,2.3,5.1,8633,"PNR-(주)피플네트웍스,",전국단위 신문/기타 : 프라임경제신문/미래한국연구소,"[['무선 ARS', '100%']]",['RDD'],1000,10%,21.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-05 00시 10분
								"
389,390,2022-01-02 ~ 2022-01-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9578&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.3%,ARSRDD,37.7,37.1,10.6,3.9,7.3,8622,"(주)코리아정보리서치중부본부,",전국단위 신문 : 천지일보,"[['무선 ARS', '100%']]",['RDD'],1003,5.3%,24.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-04 16시 00분
								"
390,391,2022-01-01 ~ 2022-01-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9571&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.4%,전화면접가상번호,37,28.1,9.1,3.2,21.1,8620,"(주)글로벌리서치,",방송사 : JTBC,"[['무선전화면접', '100%']]",['통신사제공'],1012,17.4%,27.9%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-03 16시 30분
								"
391,392,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9569&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.4%,ARSRDD,39.9,36.8,8,2.3,8.9,8613,"여론조사공정(주),",인터넷언론 : 데일리안,"[['무선 ARS', '100%']]",['RDD'],1000,7.4%,20.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-04 07시 00분
								"
392,393,2021-12-30 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9567&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.6%,전화면접RDD,39.9,30.2,8.6,4.3,13,8611,"(주)리서치앤리서치,",전국단위 신문 : 동아일보,"[['유선전화면접', '20%'], ['무선전화면접', '80%']]","['RDD', 'RDD']",1012,9.6%,26.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-03 03시 30분
								"
393,394,2021-12-30 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9566&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,15.7%,전화면접RDD,47.9,35.1,-,-,17,8610,"(주)엠브레인퍼블릭,",전국단위 신문 : 중앙일보,"[['유선전화면접', '15.7%'], ['무선전화면접', '84.3%']]","['RDD', '통신사제공']",1010,15.7%,23.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-03 01시 00분
								"
394,395,2021-12-30 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9566&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,15.7%,전화면접RDD,39.4,30,10.1,5.7,12.5,8610,"(주)엠브레인퍼블릭,",전국단위 신문 : 중앙일보,"[['유선전화면접', '15.7%'], ['무선전화면접', '84.3%']]","['RDD', '통신사제공']",1010,15.7%,23.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-03 01시 00분
								"
395,396,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9562&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.4%,ARS가상번호,41,37.1,9.2,2.2,6.5,8607,"케이에스오아이주식회사(한국사회여론연구소),",방송사 : TBS,"[['무선 ARS', '100%']]",['통신사제공'],1002,8.4%,41.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-03 06시 00분
								"
396,397,2021-12-30 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9561&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.4%,ARS가상번호,40.7,35.2,9.7,4,7.7,8606,"조원씨앤아이,",인터넷언론 : 서울의소리,"[['무선 ARS', '100%']]",['통신사제공'],1006,6.4%,52.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-02 15시 00분
								"
397,398,2021-12-26 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9559&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.1%,ARSRDD,40.9,39.2,6.6,3,7.8,8603,"(주)리얼미터,",인터넷언론 : 오마이뉴스,"[['유선 ARS', '5%'], ['무선 ARS', '83%'], ['무선전화면접', '12%']]","['RDD', 'RDD', 'RDD']",3037,7.1%,23.5%,95%신뢰수준에±1.8%P,"
								
									
									
								
								  2022-01-03 06시 00분
								"
398,399,2021-12-28 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9558&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,44,41,-,-,7,8602,"(주)리서치뷰,",통신사 : UPI뉴스,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1000,5.5%,50.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-02 12시 00분
								"
399,400,2021-12-28 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9558&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,42,39,8,3,4,8602,"(주)리서치뷰,",통신사 : UPI뉴스,"[['무선 ARS', '85%'], ['유선 ARS', '15%']]","['RDD', 'RDD']",1000,5.5%,50.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-02 12시 00분
								"
400,401,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9553&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.1%,ARSRDD,40.5,40.9,8.5,1.8,5.9,8597,"PNR-(주)피플네트웍스,",인터넷언론 : 뉴데일리,"[['무선 ARS', '90%'], ['유선 ARS', '10%']]","['RDD', 'RDD']",1002,7.1%,22.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-02 13시 50분
								"
401,402,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9553&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.1%,ARSRDD,40.7,40.9,-,3.7,7.2,8597,"PNR-(주)피플네트웍스,",인터넷언론 : 뉴데일리,"[['무선 ARS', '90%'], ['유선 ARS', '10%']]","['RDD', 'RDD']",1002,7.1%,22.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-02 13시 50분
								"
402,403,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9553&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.1%,ARSRDD,39.8,40.2,9.3,-,5.5,8597,"PNR-(주)피플네트웍스,",인터넷언론 : 뉴데일리,"[['무선 ARS', '90%'], ['유선 ARS', '10%']]","['RDD', 'RDD']",1002,7.1%,22.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-02 13시 50분
								"
403,404,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9553&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.1%,ARSRDD,40.6,39.2,-,-,8.1,8597,"PNR-(주)피플네트웍스,",인터넷언론 : 뉴데일리,"[['무선 ARS', '90%'], ['유선 ARS', '10%']]","['RDD', 'RDD']",1002,7.1%,22.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-02 13시 50분
								"
404,405,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9551&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,6.9%,ARS가상번호,44.1,35.6,7.7,3.8,7,8595,"(주)에이스리서치,",기타 : 대한민국지방신문협의회,"[['무선 ARS', '100%']]",['통신사제공'],1000,6.9%,49.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-03 00시 00분
								"
405,406,2021-12-29 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9548&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,18.1%,전화면접가상번호,39.3,27.3,8.1,3.2,18,8594,"(주)한국리서치,",방송사 : KBS,"[['무선전화면접', '100%']]",['통신사제공'],1000,18.1%,29.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-01 14시 30분
								"
406,407,2021-12-30 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9544&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,17.8%,전화면접가상번호,34.9,26,7.8,2.6,26.3,8592,"넥스트리서치,",방송사 : SBS,"[['무선전화면접', '86%'], ['유선전화면접', '14%']]","['통신사제공', 'RDD']",1003,17.8%,33.0%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-01 16시 00분
								"
407,408,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9542&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.2%,전화면접RDD,34.3,28.7,9,4.5,20.6,8591,"(주)한국리서치,",전국단위 신문 : 한국일보,"[['유선전화면접', '8.9%'], ['무선전화면접', '91.1%']]","['RDD', 'RDD']",1005,17.2%,25.7%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 20시 00분
								"
408,409,2021-12-27 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9541&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,전화면접RDD,35.5,30.9,10.3,4.1,14.5,8590,"(주)리서치앤리서치,",전국단위 신문 : 세계일보,"[['유선전화면접', '21%'], ['무선전화면접', '79%']]","['RDD', 'RDD']",1013,10%,34.3%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 18시 30분
								"
409,410,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9537&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,18.4%,전화면접가상번호,35.8,25.2,6,4.1,25.9,8586,"서던포스트,",방송사 : cbs,"[['무선전화면접', '100%']]",['통신사제공'],1027,18.4%,24.8%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2022-01-01 06시 00분
								"
410,411,2021-12-28 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9535&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.7%,전화면접RDD,32.4,31.4,6.2,3.7,21.9,8585,"칸타코리아(칸타퍼블릭),",전국단위 신문/방송사 : 조선일보/TV조선,"[['유선전화면접', '10.9%'], ['무선전화면접', '89.1%']]","['RDD', 'RDD']",1010,9.7%,27.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 21시 00분
								"
411,412,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9536&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.2%,ARS가상번호,38.5,37.6,7.8,4.4,8.3,8584,"(주)알앤써치,",전국단위 신문 : 아시아투데이,"[['무선 ARS', '100%']]",['통신사제공'],1010,7.2%,51.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 19시 00분
								"
412,413,2021-12-25 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9533&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.2%,ARSRDD,40.5,38.7,5.6,4.4,7.1,8583,"조원씨앤아이,",주·월간지 : 시사저널,"[['무선 ARS', '97.5%'], ['유선 ARS', '2.5%']]","['RDD', 'RDD']",2002,3.2%,22.9%,95%신뢰수준에±2.2%P,"
								
									
									
								
								  2021-12-31 11시 00분
								"
413,414,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,43.3,42.6,-,-,5.4,8582,"PNR-(주)피플네트웍스,",전국단위 신문/기타 : 프라임경제신문/미래한국연구소,"[['무선 ARS', '100%']]",['RDD'],1000,8.2%,11.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 12시 00분
								"
414,415,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,41.2,42.4,-,5,6.5,8582,"PNR-(주)피플네트웍스,",전국단위 신문/기타 : 프라임경제신문/미래한국연구소,"[['무선 ARS', '100%']]",['RDD'],1000,8.2%,11.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 12시 00분
								"
415,416,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,41.2,41.9,8.1,-,5.2,8582,"PNR-(주)피플네트웍스,",전국단위 신문/기타 : 프라임경제신문/미래한국연구소,"[['무선 ARS', '100%']]",['RDD'],1000,8.2%,11.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 12시 00분
								"
416,417,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,43.1,42.5,-,-,6.6,8582,"PNR-(주)피플네트웍스,",전국단위 신문/기타 : 프라임경제신문/미래한국연구소,"[['무선 ARS', '100%']]",['RDD'],1000,8.2%,11.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 12시 00분
								"
417,418,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,40.3,41.8,5.8,1.8,5.7,8582,"PNR-(주)피플네트웍스,",전국단위 신문/기타 : 프라임경제신문/미래한국연구소,"[['무선 ARS', '100%']]",['RDD'],1000,8.2%,11.2%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-31 12시 00분
								"
418,419,2021-12-26 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9531&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.2%,ARSRDD,39.4,39.5,6.3,3.4,6.9,8580,"조원씨앤아이,",기타 : 한국지방신문협회,"[['무선 ARS', '100%']]",['RDD'],3013,3.2%,25.0%,95%신뢰수준에±1.8%P,"
								
									
									
								
								  2021-12-30 16시 30분
								"
419,420,2021-12-20 ~ 2021-12-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9524&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.1%,전화면접가상번호,26,24,8.6,7.4,29.9,8575,"(주)한국리서치,",방송사 : KBS,"[['무선전화면접', '100%']]",['통신사제공'],1002,13.1%,26.5%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 14시 30분
								"
420,421,2021-12-29 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9523&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,42.6,40.6,-,3.6,5.8,8574,"(주)아시아리서치앤컨설팅,",전국단위 신문 : 스포츠서울,"[['무선 ARS', '100%']]",['RDD'],1001,6.2%,14.4%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 15시 00분
								"
421,422,2021-12-29 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9523&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,42.2,38.7,8,-,6.4,8574,"(주)아시아리서치앤컨설팅,",전국단위 신문 : 스포츠서울,"[['무선 ARS', '100%']]",['RDD'],1001,6.2%,14.4%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 15시 00분
								"
422,423,2021-12-29 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9523&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,42.5,40.1,-,-,6.7,8574,"(주)아시아리서치앤컨설팅,",전국단위 신문 : 스포츠서울,"[['무선 ARS', '100%']]",['RDD'],1001,6.2%,14.4%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 15시 00분
								"
423,424,2021-12-29 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9523&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,41.5,38.8,6.7,2,5.4,8574,"(주)아시아리서치앤컨설팅,",전국단위 신문 : 스포츠서울,"[['무선 ARS', '100%']]",['RDD'],1001,6.2%,14.4%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 15시 00분
								"
424,425,2021-12-28 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9519&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.9%,ARSRDD,46.8,39.2,-,-,8.6,8570,"미디어리서치,",방송사 : OBS,"[['무선 ARS', '100%']]",['RDD'],1000,4.9%,18.9%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 19시 30분
								"
425,426,2021-12-28 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9519&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.9%,ARSRDD,42.8,35.5,5.7,3.3,7.7,8570,"미디어리서치,",방송사 : OBS,"[['무선 ARS', '100%']]",['RDD'],1000,4.9%,18.9%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 19시 30분
								"
426,427,2021-12-27 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9521&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.3%,전화면접가상번호,39,28,6,5,19,8572,"(주)코리아리서치인터내셔널,케이스탯리서치","조사기관 자체 : ㈜엠브레인퍼블릭, 케이스탯리서치, ㈜코리아리서치인터내셔널, ㈜한국리서치","[['무선전화면접', '100%']]",['통신사제공'],1000,28.3%,23.6%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 11시 00분
								"
427,428,2021-12-26 ~ 2021-12-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9520&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.4%,ARSRDD,38.4,38.3,6,3.8,8.6,8571,"조원씨앤아이,",주·월간지 : 일요신문,"[['무선 ARS', '100%']]",['RDD'],1034,3.4%,22.9%,95%신뢰수준에±3.0%P,"
								
									
									
								
								  2021-12-30 10시 30분
								"
428,429,2021-12-27 ~ 2021-12-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9517&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.6%,ARS가상번호,42.9,37.8,4.4,3.3,9.8,8569,"케이에스오아이주식회사(한국사회여론연구소),",전국단위 신문 : 헤럴드경제,"[['무선 ARS', '100%']]",['통신사제공'],1002,7.6%,45.1%,95%신뢰수준에±3.1%P,"
								
									
									
								
								  2021-12-30 06시 00분
								"
