ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음
937,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8932&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,-,-,-,10.8
938,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8932&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,38.5,47.1,-,-,9
939,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8932&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,47.2,-,-,7.2
940,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,-,-,-,-,17
941,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,-,39.7,-,-,12.8
942,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,-,-,-,-,23.3
943,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,-,-,-,-,24.9
944,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,35.2,-,-,-,13.9
945,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,34.9,-,-,-,20.8
946,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,35.9,-,-,-,23.9
947,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8931&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.4%,ARSRDD,34.3,37,-,-,10.4
948,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8930&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,-,-,-,17.1
949,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8930&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,43.1,-,-,9.6
950,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8930&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,36.2,-,-,-,17.7
951,2021-09-03 ~ 2021-09-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8930&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,36.2,40.5,-,-,9.7
952,2021-08-30 ~ 2021-09-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8915&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,27.1%,전화면접가상번호,-,35,-,-,24
953,2021-08-30 ~ 2021-09-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8915&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,27.1%,전화면접가상번호,42,35,-,-,20
954,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,36.8,-,-,-,-
955,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,-,-,-,-,-
956,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,36.7,-,-,-,-
957,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,-,-,-,-,-
958,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,36.7,41.2,-,-,-
959,2021-08-28 ~ 2021-08-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8908&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.5%,ARSRDD,-,41,-,-,-
960,2021-08-28 ~ 2021-08-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8901&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.6%,ARSRDD,-,45.2,-,-,8.4
961,2021-08-28 ~ 2021-08-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8901&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.6%,ARSRDD,37.4,45.3,-,-,6.4
962,2021-08-29 ~ 2021-08-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8903&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.5%,ARSRDD,-,47.9,-,-,4.3
963,2021-08-29 ~ 2021-08-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8903&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.5%,ARSRDD,40.9,48.6,-,-,5
964,2021-08-27 ~ 2021-08-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8898&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,-,44.5,-,-,11.3
965,2021-08-27 ~ 2021-08-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8898&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,35.5,43.9,-,-,8.7
966,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,15.6
967,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,40,-,-,11.8
968,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,18.6
969,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,23.6
970,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,35.2,-,-,-,14.6
971,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,34.1,38.8,-,-,13.5
972,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,33.7,-,-,-,20.1
973,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8895&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,34.4,-,-,-,26.8
974,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8893&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,1.6%,ARSRDD,-,38.8,-,-,13.1
975,2021-08-25 ~ 2021-08-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8893&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,1.6%,ARSRDD,35.7,37.7,-,-,9.8
976,2021-08-23 ~ 2021-08-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8889&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,21.7%,전화면접가상번호,-,34,-,-,28
977,2021-08-23 ~ 2021-08-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8889&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,21.7%,전화면접가상번호,40,34,-,-,20
978,2021-08-23 ~ 2021-08-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8890&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.3%,ARSRDD,-,40.4,-,-,16
979,2021-08-23 ~ 2021-08-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8890&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.3%,ARSRDD,33.3,37.1,-,-,12.3
980,2021-08-23 ~ 2021-08-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8888&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.2%,ARSRDD,-,43.1,-,-,24.6
981,2021-08-23 ~ 2021-08-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8888&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.2%,ARSRDD,36.3,42.5,-,-,21.1
982,2021-08-21 ~ 2021-08-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8883&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,35.6,41.7,-,-,9.2
983,2021-08-21 ~ 2021-08-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8883&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3%,ARSRDD,-,39.4,-,-,13
984,2021-08-21 ~ 2021-08-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8879&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,1.4%,ARSRDD,-,45,-,-,9
985,2021-08-21 ~ 2021-08-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8879&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,1.4%,ARSRDD,39.3,43.3,-,-,8.6
986,2021-08-21 ~ 2021-08-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8877&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,-,-,-,-,42.5
987,2021-08-21 ~ 2021-08-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8877&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,-,43.2,-,-,32.4
988,2021-08-21 ~ 2021-08-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8877&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,39.4,-,-,-,31.1
989,2021-08-21 ~ 2021-08-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8877&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,-,-,-,-,36.5
990,2021-08-21 ~ 2021-08-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8877&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,37,42.6,-,-,20.5
991,2021-08-21 ~ 2021-08-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8877&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,-,42.9,-,-,25.7
992,2021-08-20 ~ 2021-08-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8873&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,44.5,-,-,-,8.9
993,2021-08-20 ~ 2021-08-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8873&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,47.9,-,-,-,10.2
994,2021-08-20 ~ 2021-08-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8873&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,46.1,-,-,-,12.1
995,2021-08-20 ~ 2021-08-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8873&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,47.8,-,-,-,8.3
996,2021-08-20 ~ 2021-08-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8873&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.1%,ARSRDD,45.4,43.3,-,-,5.5
997,2021-08-21 ~ 2021-08-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8865&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.2%,ARSRDD,-,44,-,-,19.1
998,2021-08-21 ~ 2021-08-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8865&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.2%,ARSRDD,39.4,42.6,-,-,18
999,2021-08-21 ~ 2021-08-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8867&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7%,ARS가상번호,-,46.8,-,-,7.1
1000,2021-08-21 ~ 2021-08-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8867&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7%,ARS가상번호,40.7,45.5,-,-,7.5
1001,2021-08-20 ~ 2021-08-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8866&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,44.3,-,-,8.1
1002,2021-08-20 ~ 2021-08-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8866&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,41.7,43.6,-,-,8.7
1003,2021-08-17 ~ 2021-08-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8855&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.5%,전화면접RDD,-,36,-,-,21
1004,2021-08-17 ~ 2021-08-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8855&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.5%,전화면접RDD,46,34,-,-,17
1005,2021-08-16 ~ 2021-08-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8854&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.6%,전화면접가상번호,-,37,-,-,23
1006,2021-08-16 ~ 2021-08-18,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8854&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,30.6%,전화면접가상번호,43,35,-,-,20
1007,2021-08-17 ~ 2021-08-17,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8852&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,-,44.1,-,-,11.5
1008,2021-08-17 ~ 2021-08-17,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8852&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,37.7,41.6,-,-,9.7
1009,2021-08-16 ~ 2021-08-17,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8850&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.3%,전화면접가상번호,-,38.3,-,-,19.8
1010,2021-08-16 ~ 2021-08-17,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8850&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.3%,전화면접가상번호,44.7,35.3,-,-,17.4
1011,2021-08-13 ~ 2021-08-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8841&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.7%,전화면접가상번호,-,36.1,-,-,28.2
1012,2021-08-13 ~ 2021-08-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8841&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.7%,전화면접가상번호,36.9,35.4,-,-,23.6
1013,2021-08-12 ~ 2021-08-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8839&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,21.3%,전화면접가상번호,-,39.7,-,-,18.6
1014,2021-08-12 ~ 2021-08-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8839&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,21.3%,전화면접가상번호,44.2,36.9,-,-,16.4
1015,2021-08-09 ~ 2021-08-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8828&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.5%,ARSRDD,-,35.1,-,-,14
1016,2021-08-09 ~ 2021-08-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8828&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.5%,ARSRDD,35.9,33.5,-,-,11.5
1017,2021-08-09 ~ 2021-08-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8827&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.2%,ARSRDD,-,43.7,-,-,23.3
1018,2021-08-09 ~ 2021-08-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8827&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,5.2%,ARSRDD,35.9,42.1,-,-,21.9
1019,2021-08-10 ~ 2021-08-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8826&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.1%,ARSRDD,-,42.2,-,-,11
1020,2021-08-10 ~ 2021-08-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8826&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,3.1%,ARSRDD,35.4,42.4,-,-,11.7
1021,2021-08-07 ~ 2021-08-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8824&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,38.1,38.4,-,-,11.1
1022,2021-08-07 ~ 2021-08-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8824&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,-,37.5,-,-,15.1
1023,2021-08-07 ~ 2021-08-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8818&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,36.4,-,-,-,30.4
1024,2021-08-07 ~ 2021-08-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8818&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,-,-,-,-,30.6
1025,2021-08-07 ~ 2021-08-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8818&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,36.3,41.7,-,-,22
1026,2021-08-07 ~ 2021-08-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8818&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,-,42.1,-,-,23.8
1027,2021-08-07 ~ 2021-08-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8818&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,35.8,-,-,-,42.5
1028,2021-08-07 ~ 2021-08-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8818&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.6%,ARSRDD,-,-,-,-,44.3
1029,2021-08-07 ~ 2021-08-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8814&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7%,ARS가상번호,-,-,-,-,9.8
1030,2021-08-07 ~ 2021-08-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8814&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7%,ARS가상번호,-,42.6,-,-,7.5
1031,2021-08-07 ~ 2021-08-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8814&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7%,ARS가상번호,44,-,-,-,10.9
1032,2021-08-07 ~ 2021-08-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8814&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7%,ARS가상번호,41.8,41.3,-,-,9.6
1033,2021-08-06 ~ 2021-08-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8813&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,-,46.3,-,-,6.8
1034,2021-08-06 ~ 2021-08-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=8813&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,41.6,46.2,-,-,7.3
